category,title,content
pricing,What is the price of Juice?,"The price of Juice depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Juisi ni kiasi gani?,"Bei ya Juisi inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Juice for bulk orders?,Bulk pricing on Juice may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Energy drinks available in stock?,"Yes, Energy drinks is available under the Drinks category. Availability and exact stock levels may vary by seller."
products,Where can I find Energy drinks?,You can find Energy drinks listed under the Drinks category. Our agent can help you compare sellers and options.
products,"Nahitaji Vinywaji vya kuongeza nguvu, mnayo?","Ndiyo, Vinywaji vya kuongeza nguvu (Energy drinks) inapatikana kwenye category ya Drinks. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Energy drinks?,"The price of Energy drinks depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vinywaji vya kuongeza nguvu ni kiasi gani?,"Bei ya Vinywaji vya kuongeza nguvu inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Energy drinks for bulk orders?,Bulk pricing on Energy drinks may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Milk drinks available in stock?,"Yes, Milk drinks is available under the Drinks category. Availability and exact stock levels may vary by seller."
products,Where can I find Milk drinks?,You can find Milk drinks listed under the Drinks category. Our agent can help you compare sellers and options.
products,"Nahitaji Vinywaji vya maziwa, mnayo?","Ndiyo, Vinywaji vya maziwa (Milk drinks) inapatikana kwenye category ya Drinks. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Milk drinks?,"The price of Milk drinks depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vinywaji vya maziwa ni kiasi gani?,"Bei ya Vinywaji vya maziwa inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Milk drinks for bulk orders?,Bulk pricing on Milk drinks may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Coffee available in stock?,"Yes, Coffee is available under the Drinks category. Availability and exact stock levels may vary by seller."
products,Where can I find Coffee?,You can find Coffee listed under the Drinks category. Our agent can help you compare sellers and options.
products,"Nahitaji Kahawa, mnayo?","Ndiyo, Kahawa (Coffee) inapatikana kwenye category ya Drinks. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Coffee?,"The price of Coffee depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Kahawa ni kiasi gani?,"Bei ya Kahawa inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Coffee for bulk orders?,Bulk pricing on Coffee may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Tea available in stock?,"Yes, Tea is available under the Drinks category. Availability and exact stock levels may vary by seller."
products,Where can I find Tea?,You can find Tea listed under the Drinks category. Our agent can help you compare sellers and options.
products,"Nahitaji Chai, mnayo?","Ndiyo, Chai (Tea) inapatikana kwenye category ya Drinks. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Tea?,"The price of Tea depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Chai ni kiasi gani?,"Bei ya Chai inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Tea for bulk orders?,Bulk pricing on Tea may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Body lotion available in stock?,"Yes, Body lotion is available under the Personal Care and Beauty category. Availability and exact stock levels may vary by seller."
products,Where can I find Body lotion?,You can find Body lotion listed under the Personal Care and Beauty category. Our agent can help you compare sellers and options.
products,"Nahitaji Lotion ya mwili, mnayo?","Ndiyo, Lotion ya mwili (Body lotion) inapatikana kwenye category ya Personal Care and Beauty. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Body lotion?,"The price of Body lotion depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Lotion ya mwili ni kiasi gani?,"Bei ya Lotion ya mwili inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Body lotion for bulk orders?,Bulk pricing on Body lotion may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Body oil available in stock?,"Yes, Body oil is available under the Personal Care and Beauty category. Availability and exact stock levels may vary by seller."
products,Where can I find Body oil?,You can find Body oil listed under the Personal Care and Beauty category. Our agent can help you compare sellers and options.
products,"Nahitaji Mafuta ya mwili, mnayo?","Ndiyo, Mafuta ya mwili (Body oil) inapatikana kwenye category ya Personal Care and Beauty. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Body oil?,"The price of Body oil depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mafuta ya mwili ni kiasi gani?,"Bei ya Mafuta ya mwili inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Body oil for bulk orders?,Bulk pricing on Body oil may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Petroleum jelly available in stock?,"Yes, Petroleum jelly is available under the Personal Care and Beauty category. Availability and exact stock levels may vary by seller."
products,Where can I find Petroleum jelly?,You can find Petroleum jelly listed under the Personal Care and Beauty category. Our agent can help you compare sellers and options.
products,"Nahitaji Vaseline, mnayo?","Ndiyo, Vaseline (Petroleum jelly) inapatikana kwenye category ya Personal Care and Beauty. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Petroleum jelly?,"The price of Petroleum jelly depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vaseline ni kiasi gani?,"Bei ya Vaseline inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Petroleum jelly for bulk orders?,Bulk pricing on Petroleum jelly may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Face cream available in stock?,"Yes, Face cream is available under the Personal Care and Beauty category. Availability and exact stock levels may vary by seller."
products,Where can I find Face cream?,You can find Face cream listed under the Personal Care and Beauty category. Our agent can help you compare sellers and options.
products,"Nahitaji Krimu ya uso, mnayo?","Ndiyo, Krimu ya uso (Face cream) inapatikana kwenye category ya Personal Care and Beauty. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Face cream?,"The price of Face cream depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Krimu ya uso ni kiasi gani?,"Bei ya Krimu ya uso inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Face cream for bulk orders?,Bulk pricing on Face cream may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Face wash available in stock?,"Yes, Face wash is available under the Personal Care and Beauty category. Availability and exact stock levels may vary by seller."
products,Where can I find Face wash?,You can find Face wash listed under the Personal Care and Beauty category. Our agent can help you compare sellers and options.
products,"Nahitaji Sabuni ya uso, mnayo?","Ndiyo, Sabuni ya uso (Face wash) inapatikana kwenye category ya Personal Care and Beauty. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Face wash?,"The price of Face wash depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Sabuni ya uso ni kiasi gani?,"Bei ya Sabuni ya uso inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Face wash for bulk orders?,Bulk pricing on Face wash may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Sunscreen available in stock?,"Yes, Sunscreen is available under the Personal Care and Beauty category. Availability and exact stock levels may vary by seller."
products,Where can I find Sunscreen?,You can find Sunscreen listed under the Personal Care and Beauty category. Our agent can help you compare sellers and options.
products,"Nahitaji Mafuta ya kuzuia jua, mnayo?","Ndiyo, Mafuta ya kuzuia jua (Sunscreen) inapatikana kwenye category ya Personal Care and Beauty. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Sunscreen?,"The price of Sunscreen depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Mafuta ya kuzuia jua ni kiasi gani?,"Bei ya Mafuta ya kuzuia jua inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Sunscreen for bulk orders?,Bulk pricing on Sunscreen may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
