customer,category,answers,language
How much does Kitenge fabric cost?,Clothing & Textiles,"Thank you for your inquiry. Kitenge fabric is priced at TZS 27,500 and is available for delivery within 1 days.",English
Is Hair braiding extensions available in Songea?,Cosmetics & Personal Care,"The price of Hair braiding extensions is TZS 15,000. It is currently in stock and can be delivered to Songea within 5 days.",English
How much would 2 pair of Leso pair cost me?,Clothing & Textiles,"Leso pair is available at TZS 8,500. Kindly note delivery to Dodoma takes 7 days.",English
Nina hamu ya kununua Laptop ya HP (Core i5). Bei yake ni ngapi?,"Kompyuta, TEHAMA na Ofisi","Laptop ya HP (Core i5) inapatikana kwa bei ya TZS 1,264,500. Tafadhali fahamu usafirishaji hadi Songea unachukua siku 3.",Kiswahili
"Je, mnayo Rafu ya vitabu kwa sasa dukani?",Samani na Vifaa vya Nyumbani,"Rafu ya vitabu inauzwa TZS 91,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 1.",Kiswahili
"Je, mnauza Breki (seti)? Kama ndiyo, bei yake ni ngapi?",Magari na Vipuri,"Kwa sasa tunauza Breki (seti) kwa TZS 89,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 4.",Kiswahili
Please tell me the cost of Screen protector including delivery to Zanzibar.,Mobile Phones,"Thank you for your inquiry. Screen protector is priced at TZS 7,000 and is available for delivery within 3 days.",English
Please tell me the cost of University past papers booklet including delivery to Dar es Salaam.,"Books, Education & Stationery","Yes, University past papers booklet is in stock. The price is TZS 6,000 and delivery to Dar es Salaam takes 4 days.",English
"Je, kuna punguzo nikinunua 10 pakiti za Nyweleponda za kusuka?",Vipodozi na Usafi wa Mwili,"Nyweleponda za kusuka inauzwa TZS 9,500 kwa pakiti. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Please tell me the cost of Deodorant including delivery to Iringa.,Cosmetics & Personal Care,"Yes, Deodorant is in stock. The price is TZS 5,000 and delivery to Iringa takes 2 days.",English
Please tell me the cost of Maize flour (unga wa dona) 25kg including delivery to Mwanza.,Food & Beverages,"Maize flour (unga wa dona) 25kg is available at TZS 31,500. Kindly note delivery to Mwanza takes 4 days.",English
"Do you sell Coffee (Arabica) 1kg? If so, at what price?",Food & Beverages,"Thank you for your inquiry. Coffee (Arabica) 1kg is priced at TZS 15,000 and is available for delivery within 5 days.",English
Naweza kupata itel A70 kikaletwa Kigoma?,Simu za Mkononi,"Bei ya sasa ya 10 kipande za itel A70 ni TZS 163,000. Usafirishaji ndani ya siku 1 unawezekana.",Kiswahili
"Nataka kununua Mkoba wa ngozi, bei yake ni ngapi?",Viatu na Mikoba,"Bei ya sasa ya 1 kipande za Mkoba wa ngozi ni TZS 64,500. Usafirishaji ndani ya siku 4 unawezekana.",Kiswahili
"Je, mnauza Tairi la pikipiki? Kama ndiyo, bei yake ni ngapi?","Pikipiki, Baiskeli na Vipuri","Bei ya Tairi la pikipiki ni TZS 54,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Shinyanga ndani ya siku 1.",Kiswahili
Is Brake pads (set) available in Zanzibar?,Vehicles & Auto Parts,"Brake pads (set) is available at TZS 72,500. Kindly note delivery to Zanzibar takes 2 days.",English
"Je, Inverter ya 1000W inapatikana Songea?",Vifaa vya Nyumbani na Umeme,"Bei yetu ya Inverter ya 1000W ni TZS 311,500, na tunaweza kuisafirisha hadi Songea ndani ya siku 5.",Kiswahili
Bei yenu nzuri zaidi ya Kalamu za ubao (pakiti) ni ngapi?,"Vitabu, Elimu na Vifaa vya Shule","Kwa sasa tunauza Kalamu za ubao (pakiti) kwa TZS 6,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 1.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Mchele kilo 25.,Vyakula na Vinywaji,"Bei yetu ya Mchele kilo 25 ni TZS 64,000, na tunaweza kuisafirisha hadi Morogoro ndani ya siku 7.",Kiswahili
Do you have Malaria test kit in stock right now?,Health & Pharmacy,"Our price for Malaria test kit is TZS 6,000, and we can deliver it to Tanga within 7 days.",English
What is the price of Vitamin C tablets?,Health & Pharmacy,"Thank you for your inquiry. Vitamin C tablets is priced at TZS 6,500 and is available for delivery within 7 days.",English
Tafadhali nieleze bei ya itel A70 pamoja na usafirishaji hadi Songea.,Simu za Mkononi,"itel A70 inauzwa TZS 161,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Power bank ya 10000mAh.,Simu za Mkononi,"Bei ya Power bank ya 10000mAh ni TZS 29,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Zanzibar ndani ya siku 1.",Kiswahili
"I want to buy Ballpoint pens (dozen), what is the price?","Books, Education & Stationery","Ballpoint pens (dozen) is available at TZS 7,000. Kindly note delivery to Zanzibar takes 7 days.",English
Naweza kupata Inverter ya 1000W kikaletwa Dar es Salaam?,Vifaa vya Nyumbani na Umeme,"Inverter ya 1000W inauzwa TZS 320,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 5.",Kiswahili
Do you have Hand sanitizer 500ml in stock right now?,Health & Pharmacy,"Hand sanitizer 500ml costs TZS 6,000 per bottle. We have it available and delivery takes about 4 days.",English
"Nataka kununua Barakoa (boksi la 50), bei yake ni ngapi?",Afya na Dawa,"Barakoa (boksi la 50) inauzwa TZS 13,000 kwa boksi. Tunayo bidhaa hii na usafirishaji unachukua siku 5.",Kiswahili
"Je, mnayo Kiti cha ofisi kwa sasa dukani?","Kompyuta, TEHAMA na Ofisi","Kiti cha ofisi inapatikana kwa bei ya TZS 91,500. Tafadhali fahamu usafirishaji hadi Mbeya unachukua siku 7.",Kiswahili
Do you have Office desk in stock right now?,"Computers, IT & Office","Our price for Office desk is TZS 254,500, and we can deliver it to Tanga within 4 days.",English
What is the price of Kilimanjaro beer crate?,Food & Beverages,"Kilimanjaro beer crate costs TZS 52,000 per crate. We have it available and delivery takes about 3 days.",English
What is the price of Maize seeds 2kg?,Agriculture & Livestock,"Maize seeds 2kg costs TZS 14,500 per pack. We have it available and delivery takes about 3 days.",English
What is the price for 5 bundle of TTCL weekly bundle?,Internet & Airtime Bundles,"Yes, TTCL weekly bundle is in stock. The price is TZS 8,000 and delivery to Iringa takes 1 days.",English
"Je, mnauza Vocha ya salio 5000? Kama ndiyo, bei yake ni ngapi?",Mifuko ya Intaneti na Salio,"Bei yetu ya Vocha ya salio 5000 ni TZS 5,000, na tunaweza kuisafirisha hadi Dar es Salaam ndani ya siku 5.",Kiswahili
Nina hamu ya kununua Kitabu cha shule ya msingi. Bei yake ni ngapi?,"Vitabu, Elimu na Vifaa vya Shule","Bei yetu ya Kitabu cha shule ya msingi ni TZS 9,000, na tunaweza kuisafirisha hadi Mwanza ndani ya siku 1.",Kiswahili
Bei ya 2 mfuko za Mfuko wa Tigo GB 10 wa mwezi ni ngapi?,Mifuko ya Intaneti na Salio,"Mfuko wa Tigo GB 10 wa mwezi inapatikana kwa bei ya TZS 25,000. Tafadhali fahamu usafirishaji hadi Tanga unachukua siku 5.",Kiswahili
Can you confirm the current price of Wheelbarrow?,Agriculture & Livestock,"Our price for Wheelbarrow is TZS 46,000, and we can deliver it to Mwanza within 7 days.",English
"Je, mnayo Kambaza kwa sasa dukani?",Viatu na Mikoba,"Kambaza inapatikana kwa bei ya TZS 4,500. Tafadhali fahamu usafirishaji hadi Arusha unachukua siku 3.",Kiswahili
What's your best price for Bottled water 24pk?,Food & Beverages,"Yes, Bottled water 24pk is in stock. The price is TZS 9,500 and delivery to Arusha takes 7 days.",English
Is Car battery available in Dodoma?,Vehicles & Auto Parts,"The price of Car battery is TZS 204,000. It is currently in stock and can be delivered to Dodoma within 1 days.",English
Can I get Car air freshener delivered to Morogoro?,Vehicles & Auto Parts,"Car air freshener costs TZS 5,500 per piece. We have it available and delivery takes about 4 days.",English
Naweza kupata Mbolea (UREA) kilo 50 kikaletwa Tanga?,Kilimo na Mifugo,"Kwa sasa tunauza Mbolea (UREA) kilo 50 kwa TZS 77,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 3.",Kiswahili
How much does Standing fan cost?,Home Appliances & Electronics,"Standing fan costs TZS 45,500 per piece. We have it available and delivery takes about 5 days.",English
"Je, kuna punguzo nikinunua 10 mfuko za Mfuko wa data MB 500?",Mifuko ya Intaneti na Salio,"Ndiyo, Mfuko wa data MB 500 ipo dukani. Bei yake ni TZS 1,000 na usafirishaji hadi Iringa unachukua siku 4.",Kiswahili
Nina hamu ya kununua Losheni ya mwili. Bei yake ni ngapi?,Vipodozi na Usafi wa Mwili,"Losheni ya mwili inapatikana kwa bei ya TZS 10,000. Tafadhali fahamu usafirishaji hadi Dar es Salaam unachukua siku 7.",Kiswahili
Naweza kupata Toroli kikaletwa Songea?,Kilimo na Mifugo,"Bei yetu ya Toroli ni TZS 48,000, na tunaweza kuisafirisha hadi Songea ndani ya siku 5.",Kiswahili
Bei ya 3 kipande za Pochi ya ngozi ni ngapi?,Viatu na Mikoba,"Ndiyo, Pochi ya ngozi ipo dukani. Bei yake ni TZS 22,500 na usafirishaji hadi Dar es Salaam unachukua siku 7.",Kiswahili
Nikinunua 5 kipande za Mnyororo wa pikipiki nitatozwa kiasi gani?,"Pikipiki, Baiskeli na Vipuri","Asante kwa swali lako. Mnyororo wa pikipiki ina bei ya TZS 25,500 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Toyota Noah (mtumba).,Magari na Vipuri,"Bei ya sasa ya 5 gari za Toyota Noah (mtumba) ni TZS 21,677,000. Usafirishaji ndani ya siku 1 unawezekana.",Kiswahili
What's your best price for Motorcycle tyre?,"Motorcycles, Bicycles & Spare Parts","Yes, Motorcycle tyre is in stock. The price is TZS 63,500 and delivery to Songea takes 1 days.",English
What is the price of Mobile money withdrawal fee (100000)?,Internet & Airtime Bundles,"Yes, Mobile money withdrawal fee (100000) is in stock. The price is TZS 3,000 and delivery to Kigoma takes 1 days.",English
"Je, mnauza Suti ya wanaume? Kama ndiyo, bei yake ni ngapi?",Nguo na Mavazi,"Ndiyo, Suti ya wanaume ipo dukani. Bei yake ni TZS 189,500 na usafirishaji hadi Iringa unachukua siku 1.",Kiswahili
What is the price of Sports sneakers?,Shoes & Bags,"The price of Sports sneakers is TZS 35,500. It is currently in stock and can be delivered to Zanzibar within 1 days.",English
Nina hamu ya kununua Viatu vya ngozi vya wanaume. Bei yake ni ngapi?,Viatu na Mikoba,"Viatu vya ngozi vya wanaume inapatikana kwa bei ya TZS 49,000. Tafadhali fahamu usafirishaji hadi Morogoro unachukua siku 1.",Kiswahili
Do you have Bicycle bell in stock right now?,"Motorcycles, Bicycles & Spare Parts","We currently sell Bicycle bell at TZS 2,500. It's in stock and ready for delivery within 2 days.",English
I'm interested in Vodacom unlimited social bundle. How much is it?,Internet & Airtime Bundles,"We currently sell Vodacom unlimited social bundle at TZS 3,500. It's in stock and ready for delivery within 4 days.",English
"I want to buy Wallet (leather), what is the price?",Shoes & Bags,"Wallet (leather) is available at TZS 15,500. Kindly note delivery to Dodoma takes 7 days.",English
Nikinunua 2 kipande za Pikipiki ya TVS nitatozwa kiasi gani?,"Pikipiki, Baiskeli na Vipuri","Bei ya Pikipiki ya TVS ni TZS 3,372,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Shinyanga ndani ya siku 7.",Kiswahili
What is the price for 10 piece of Power bank 10000mAh?,Mobile Phones,"We currently sell Power bank 10000mAh at TZS 33,000. It's in stock and ready for delivery within 5 days.",English
Can you confirm the current price of Winter jacket?,Clothing & Textiles,"Thank you for your inquiry. Winter jacket is priced at TZS 56,000 and is available for delivery within 2 days.",English
Is there a discount if I buy 10 piece of Infinix Hot 40?,Mobile Phones,"Our price for Infinix Hot 40 is TZS 318,500, and we can deliver it to Moshi within 1 days.",English
"I want to buy Windscreen wiper, what is the price?",Vehicles & Auto Parts,"Our price for Windscreen wiper is TZS 18,500, and we can deliver it to Tabora within 2 days.",English
Usafirishaji wa Pikipiki ya Bajaj Boxer hadi Songea unachukua muda gani?,"Pikipiki, Baiskeli na Vipuri","Ndiyo, Pikipiki ya Bajaj Boxer ipo dukani. Bei yake ni TZS 3,783,000 na usafirishaji hadi Songea unachukua siku 5.",Kiswahili
Can you confirm the current price of Khanga pair?,Clothing & Textiles,"The price of Khanga pair is TZS 22,500. It is currently in stock and can be delivered to Dar es Salaam within 5 days.",English
I'm interested in Motorcycle helmet. How much is it?,"Motorcycles, Bicycles & Spare Parts","Yes, Motorcycle helmet is in stock. The price is TZS 40,500 and delivery to Kigoma takes 1 days.",English
Bei ya 3 laini za Usajili wa laini ni ngapi?,Mifuko ya Intaneti na Salio,"Usajili wa laini inauzwa TZS 1,500 kwa laini. Tunayo bidhaa hii na usafirishaji unachukua siku 1.",Kiswahili
What is the price for 2 bag of Beans 100kg?,Food & Beverages,"Our price for Beans 100kg is TZS 239,000, and we can deliver it to Songea within 7 days.",English
What's your best price for Dining table (6-seater)?,Furniture & Home,"Our price for Dining table (6-seater) is TZS 497,000, and we can deliver it to Shinyanga within 4 days.",English
Usafirishaji wa Mchele kilo 25 hadi Tanga unachukua muda gani?,Vyakula na Vinywaji,"Mchele kilo 25 inapatikana kwa bei ya TZS 56,000. Tafadhali fahamu usafirishaji hadi Tanga unachukua siku 3.",Kiswahili
Tafadhali nieleze bei ya Toroli pamoja na usafirishaji hadi Zanzibar.,Kilimo na Mifugo,"Toroli inauzwa TZS 58,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Tafadhali nieleze bei ya Jaketi la baridi pamoja na usafirishaji hadi Dodoma.,Nguo na Mavazi,"Kwa sasa tunauza Jaketi la baridi kwa TZS 30,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
Can you confirm the current price of Mobile money withdrawal fee (100000)?,Internet & Airtime Bundles,"Yes, Mobile money withdrawal fee (100000) is in stock. The price is TZS 3,000 and delivery to Shinyanga takes 4 days.",English
Kreti la soda Azam inauzwa bei gani?,Vyakula na Vinywaji,"Kwa sasa tunauza Kreti la soda Azam kwa TZS 13,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 4.",Kiswahili
"I want to buy Internet router, what is the price?","Computers, IT & Office","Thank you for your inquiry. Internet router is priced at TZS 78,000 and is available for delivery within 1 days.",English
Bei yenu nzuri zaidi ya Kitanda cha watu wawili ni ngapi?,Samani na Vifaa vya Nyumbani,"Bei ya Kitanda cha watu wawili ni TZS 421,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Arusha ndani ya siku 5.",Kiswahili
What's your best price for Bicycle tyre?,"Motorcycles, Bicycles & Spare Parts","Our price for Bicycle tyre is TZS 15,500, and we can deliver it to Arusha within 1 days.",English
"Je, mnayo Kahawa (Arabica) kilo 1 kwa sasa dukani?",Vyakula na Vinywaji,"Bei yetu ya Kahawa (Arabica) kilo 1 ni TZS 13,500, na tunaweza kuisafirisha hadi Tanga ndani ya siku 5.",Kiswahili
How long will delivery of Phone charger to Arusha take?,Mobile Phones,"The price of Phone charger is TZS 13,000. It is currently in stock and can be delivered to Arusha within 3 days.",English
"I want to buy University past papers booklet, what is the price?","Books, Education & Stationery","Our price for University past papers booklet is TZS 8,500, and we can deliver it to Tanga within 1 days.",English
Nina hamu ya kununua Vidonge vya Vitamin C. Bei yake ni ngapi?,Afya na Dawa,"Ndiyo, Vidonge vya Vitamin C ipo dukani. Bei yake ni TZS 9,500 na usafirishaji hadi Songea unachukua siku 5.",Kiswahili
"Je, mnauza Nyweleponda za kusuka? Kama ndiyo, bei yake ni ngapi?",Vipodozi na Usafi wa Mwili,"Nyweleponda za kusuka inauzwa TZS 20,000 kwa pakiti. Tunayo bidhaa hii na usafirishaji unachukua siku 1.",Kiswahili
Nina hamu ya kununua Kabati la nguo. Bei yake ni ngapi?,Samani na Vifaa vya Nyumbani,"Kabati la nguo inauzwa TZS 508,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
Is Toyota Noah (used) available in Morogoro?,Vehicles & Auto Parts,"Yes, Toyota Noah (used) is in stock. The price is TZS 22,746,500 and delivery to Morogoro takes 3 days.",English
Can you confirm the current price of First aid kit?,Health & Pharmacy,"First aid kit is available at TZS 30,500. Kindly note delivery to Dodoma takes 2 days.",English
Bei ya Mafuta ya shea ni ngapi?,Vipodozi na Usafi wa Mwili,"Mafuta ya shea inauzwa TZS 10,500 kwa mkebe. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
Nikinunua 10 kipande za Kiti cha ofisi nitatozwa kiasi gani?,"Kompyuta, TEHAMA na Ofisi","Asante kwa swali lako. Kiti cha ofisi ina bei ya TZS 102,000 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
Nikinunua 5 kipande za Jaketi la baridi nitatozwa kiasi gani?,Nguo na Mavazi,"Asante kwa swali lako. Jaketi la baridi ina bei ya TZS 41,000 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
"Do you sell Windscreen wiper? If so, at what price?",Vehicles & Auto Parts,"Thank you for your inquiry. Windscreen wiper is priced at TZS 25,500 and is available for delivery within 4 days.",English
