category,product_english,product_swahili,question,answer
Home and Kitchen,Rice cookers,Rice cooker,What is Rice cookers?,Rice cookers (Rice cooker) is available under the Home and Kitchen category.
Home and Kitchen,Rice cookers,Rice cooker,Do you have Rice cookers?,"Yes, Rice cookers (Rice cooker) can be searched in the Home and Kitchen category."
Home and Kitchen,Rice cookers,Rice cooker,Nahitaji Rice cooker.,"Ndiyo, Rice cooker (Rice cookers) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Rice cookers,Rice cooker,Bei ya Rice cooker ni kiasi gani?,"Bei ya Rice cooker inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Rice cookers,Rice cooker,Can you recommend Rice cookers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Rice cookers.
Home and Kitchen,Rice cookers,Rice cooker,Where can I find Rice cookers?,You can find Rice cookers under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Pressure cookers,Pressure cooker,What is Pressure cookers?,Pressure cookers (Pressure cooker) is available under the Home and Kitchen category.
Home and Kitchen,Pressure cookers,Pressure cooker,Do you have Pressure cookers?,"Yes, Pressure cookers (Pressure cooker) can be searched in the Home and Kitchen category."
Home and Kitchen,Pressure cookers,Pressure cooker,Nahitaji Pressure cooker.,"Ndiyo, Pressure cooker (Pressure cookers) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Pressure cookers,Pressure cooker,Bei ya Pressure cooker ni kiasi gani?,"Bei ya Pressure cooker inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Pressure cookers,Pressure cooker,Can you recommend Pressure cookers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Pressure cookers.
Home and Kitchen,Pressure cookers,Pressure cooker,Where can I find Pressure cookers?,You can find Pressure cookers under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Kettles,Kettle,What is Kettles?,Kettles (Kettle) is available under the Home and Kitchen category.
Home and Kitchen,Kettles,Kettle,Do you have Kettles?,"Yes, Kettles (Kettle) can be searched in the Home and Kitchen category."
Home and Kitchen,Kettles,Kettle,Nahitaji Kettle.,"Ndiyo, Kettle (Kettles) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Kettles,Kettle,Bei ya Kettle ni kiasi gani?,"Bei ya Kettle inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Kettles,Kettle,Can you recommend Kettles?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Kettles.
Home and Kitchen,Kettles,Kettle,Where can I find Kettles?,You can find Kettles under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Plates,Sahani,What is Plates?,Plates (Sahani) is available under the Home and Kitchen category.
Home and Kitchen,Plates,Sahani,Do you have Plates?,"Yes, Plates (Sahani) can be searched in the Home and Kitchen category."
Home and Kitchen,Plates,Sahani,Nahitaji Sahani.,"Ndiyo, Sahani (Plates) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Plates,Sahani,Bei ya Sahani ni kiasi gani?,"Bei ya Sahani inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Plates,Sahani,Can you recommend Plates?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Plates.
Home and Kitchen,Plates,Sahani,Where can I find Plates?,You can find Plates under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Cups,Vikombe,What is Cups?,Cups (Vikombe) is available under the Home and Kitchen category.
Home and Kitchen,Cups,Vikombe,Do you have Cups?,"Yes, Cups (Vikombe) can be searched in the Home and Kitchen category."
Home and Kitchen,Cups,Vikombe,Nahitaji Vikombe.,"Ndiyo, Vikombe (Cups) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Cups,Vikombe,Bei ya Vikombe ni kiasi gani?,"Bei ya Vikombe inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Cups,Vikombe,Can you recommend Cups?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Cups.
Home and Kitchen,Cups,Vikombe,Where can I find Cups?,You can find Cups under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Cooking pots,Sufuria,What is Cooking pots?,Cooking pots (Sufuria) is available under the Home and Kitchen category.
Home and Kitchen,Cooking pots,Sufuria,Do you have Cooking pots?,"Yes, Cooking pots (Sufuria) can be searched in the Home and Kitchen category."
Home and Kitchen,Cooking pots,Sufuria,Nahitaji Sufuria.,"Ndiyo, Sufuria (Cooking pots) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Cooking pots,Sufuria,Bei ya Sufuria ni kiasi gani?,"Bei ya Sufuria inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Cooking pots,Sufuria,Can you recommend Cooking pots?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Cooking pots.
Home and Kitchen,Cooking pots,Sufuria,Where can I find Cooking pots?,You can find Cooking pots under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Frying pans,Pani,What is Frying pans?,Frying pans (Pani) is available under the Home and Kitchen category.
Home and Kitchen,Frying pans,Pani,Do you have Frying pans?,"Yes, Frying pans (Pani) can be searched in the Home and Kitchen category."
Home and Kitchen,Frying pans,Pani,Nahitaji Pani.,"Ndiyo, Pani (Frying pans) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Frying pans,Pani,Bei ya Pani ni kiasi gani?,"Bei ya Pani inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Frying pans,Pani,Can you recommend Frying pans?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Frying pans.
Home and Kitchen,Frying pans,Pani,Where can I find Frying pans?,You can find Frying pans under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Kitchen knives,Visu vya jikoni,What is Kitchen knives?,Kitchen knives (Visu vya jikoni) is available under the Home and Kitchen category.
Home and Kitchen,Kitchen knives,Visu vya jikoni,Do you have Kitchen knives?,"Yes, Kitchen knives (Visu vya jikoni) can be searched in the Home and Kitchen category."
Home and Kitchen,Kitchen knives,Visu vya jikoni,Nahitaji Visu vya jikoni.,"Ndiyo, Visu vya jikoni (Kitchen knives) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Kitchen knives,Visu vya jikoni,Bei ya Visu vya jikoni ni kiasi gani?,"Bei ya Visu vya jikoni inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Kitchen knives,Visu vya jikoni,Can you recommend Kitchen knives?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Kitchen knives.
Home and Kitchen,Kitchen knives,Visu vya jikoni,Where can I find Kitchen knives?,You can find Kitchen knives under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Water filters,Kichujio cha maji,What is Water filters?,Water filters (Kichujio cha maji) is available under the Home and Kitchen category.
Home and Kitchen,Water filters,Kichujio cha maji,Do you have Water filters?,"Yes, Water filters (Kichujio cha maji) can be searched in the Home and Kitchen category."
Home and Kitchen,Water filters,Kichujio cha maji,Nahitaji Kichujio cha maji.,"Ndiyo, Kichujio cha maji (Water filters) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Water filters,Kichujio cha maji,Bei ya Kichujio cha maji ni kiasi gani?,"Bei ya Kichujio cha maji inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Water filters,Kichujio cha maji,Can you recommend Water filters?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Water filters.
Home and Kitchen,Water filters,Kichujio cha maji,Where can I find Water filters?,You can find Water filters under the Home and Kitchen category. The agent can help compare available options.
Home and Kitchen,Water dispensers,Dispenser ya maji,What is Water dispensers?,Water dispensers (Dispenser ya maji) is available under the Home and Kitchen category.
Home and Kitchen,Water dispensers,Dispenser ya maji,Do you have Water dispensers?,"Yes, Water dispensers (Dispenser ya maji) can be searched in the Home and Kitchen category."
Home and Kitchen,Water dispensers,Dispenser ya maji,Nahitaji Dispenser ya maji.,"Ndiyo, Dispenser ya maji (Water dispensers) ipo kwenye category ya Home and Kitchen."
Home and Kitchen,Water dispensers,Dispenser ya maji,Bei ya Dispenser ya maji ni kiasi gani?,"Bei ya Dispenser ya maji inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Home and Kitchen,Water dispensers,Dispenser ya maji,Can you recommend Water dispensers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Water dispensers.
Home and Kitchen,Water dispensers,Dispenser ya maji,Where can I find Water dispensers?,You can find Water dispensers under the Home and Kitchen category. The agent can help compare available options.
Agriculture,Seeds,Mbegu,What is Seeds?,Seeds (Mbegu) is available under the Agriculture category.
Agriculture,Seeds,Mbegu,Do you have Seeds?,"Yes, Seeds (Mbegu) can be searched in the Agriculture category."
Agriculture,Seeds,Mbegu,Nahitaji Mbegu.,"Ndiyo, Mbegu (Seeds) ipo kwenye category ya Agriculture."
Agriculture,Seeds,Mbegu,Bei ya Mbegu ni kiasi gani?,"Bei ya Mbegu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Seeds,Mbegu,Can you recommend Seeds?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Seeds.
Agriculture,Seeds,Mbegu,Where can I find Seeds?,You can find Seeds under the Agriculture category. The agent can help compare available options.
Agriculture,Fertilizers,Mbolea,What is Fertilizers?,Fertilizers (Mbolea) is available under the Agriculture category.
Agriculture,Fertilizers,Mbolea,Do you have Fertilizers?,"Yes, Fertilizers (Mbolea) can be searched in the Agriculture category."
Agriculture,Fertilizers,Mbolea,Nahitaji Mbolea.,"Ndiyo, Mbolea (Fertilizers) ipo kwenye category ya Agriculture."
Agriculture,Fertilizers,Mbolea,Bei ya Mbolea ni kiasi gani?,"Bei ya Mbolea inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Fertilizers,Mbolea,Can you recommend Fertilizers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Fertilizers.
Agriculture,Fertilizers,Mbolea,Where can I find Fertilizers?,You can find Fertilizers under the Agriculture category. The agent can help compare available options.
Agriculture,Pesticides,Dawa za wadudu,What is Pesticides?,Pesticides (Dawa za wadudu) is available under the Agriculture category.
Agriculture,Pesticides,Dawa za wadudu,Do you have Pesticides?,"Yes, Pesticides (Dawa za wadudu) can be searched in the Agriculture category."
Agriculture,Pesticides,Dawa za wadudu,Nahitaji Dawa za wadudu.,"Ndiyo, Dawa za wadudu (Pesticides) ipo kwenye category ya Agriculture."
Agriculture,Pesticides,Dawa za wadudu,Bei ya Dawa za wadudu ni kiasi gani?,"Bei ya Dawa za wadudu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Pesticides,Dawa za wadudu,Can you recommend Pesticides?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Pesticides.
Agriculture,Pesticides,Dawa za wadudu,Where can I find Pesticides?,You can find Pesticides under the Agriculture category. The agent can help compare available options.
Agriculture,Herbicides,Dawa za magugu,What is Herbicides?,Herbicides (Dawa za magugu) is available under the Agriculture category.
Agriculture,Herbicides,Dawa za magugu,Do you have Herbicides?,"Yes, Herbicides (Dawa za magugu) can be searched in the Agriculture category."
Agriculture,Herbicides,Dawa za magugu,Nahitaji Dawa za magugu.,"Ndiyo, Dawa za magugu (Herbicides) ipo kwenye category ya Agriculture."
Agriculture,Herbicides,Dawa za magugu,Bei ya Dawa za magugu ni kiasi gani?,"Bei ya Dawa za magugu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Herbicides,Dawa za magugu,Can you recommend Herbicides?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Herbicides.
Agriculture,Herbicides,Dawa za magugu,Where can I find Herbicides?,You can find Herbicides under the Agriculture category. The agent can help compare available options.
Agriculture,Irrigation equipment,Vifaa vya umwagiliaji,What is Irrigation equipment?,Irrigation equipment (Vifaa vya umwagiliaji) is available under the Agriculture category.
Agriculture,Irrigation equipment,Vifaa vya umwagiliaji,Do you have Irrigation equipment?,"Yes, Irrigation equipment (Vifaa vya umwagiliaji) can be searched in the Agriculture category."
Agriculture,Irrigation equipment,Vifaa vya umwagiliaji,Nahitaji Vifaa vya umwagiliaji.,"Ndiyo, Vifaa vya umwagiliaji (Irrigation equipment) ipo kwenye category ya Agriculture."
Agriculture,Irrigation equipment,Vifaa vya umwagiliaji,Bei ya Vifaa vya umwagiliaji ni kiasi gani?,"Bei ya Vifaa vya umwagiliaji inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Irrigation equipment,Vifaa vya umwagiliaji,Can you recommend Irrigation equipment?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Irrigation equipment.
Agriculture,Irrigation equipment,Vifaa vya umwagiliaji,Where can I find Irrigation equipment?,You can find Irrigation equipment under the Agriculture category. The agent can help compare available options.
Agriculture,Water pumps,Pumpu za maji,What is Water pumps?,Water pumps (Pumpu za maji) is available under the Agriculture category.
Agriculture,Water pumps,Pumpu za maji,Do you have Water pumps?,"Yes, Water pumps (Pumpu za maji) can be searched in the Agriculture category."
Agriculture,Water pumps,Pumpu za maji,Nahitaji Pumpu za maji.,"Ndiyo, Pumpu za maji (Water pumps) ipo kwenye category ya Agriculture."
Agriculture,Water pumps,Pumpu za maji,Bei ya Pumpu za maji ni kiasi gani?,"Bei ya Pumpu za maji inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Water pumps,Pumpu za maji,Can you recommend Water pumps?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Water pumps.
Agriculture,Water pumps,Pumpu za maji,Where can I find Water pumps?,You can find Water pumps under the Agriculture category. The agent can help compare available options.
Agriculture,Animal feeds,Chakula cha mifugo,What is Animal feeds?,Animal feeds (Chakula cha mifugo) is available under the Agriculture category.
Agriculture,Animal feeds,Chakula cha mifugo,Do you have Animal feeds?,"Yes, Animal feeds (Chakula cha mifugo) can be searched in the Agriculture category."
Agriculture,Animal feeds,Chakula cha mifugo,Nahitaji Chakula cha mifugo.,"Ndiyo, Chakula cha mifugo (Animal feeds) ipo kwenye category ya Agriculture."
Agriculture,Animal feeds,Chakula cha mifugo,Bei ya Chakula cha mifugo ni kiasi gani?,"Bei ya Chakula cha mifugo inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Animal feeds,Chakula cha mifugo,Can you recommend Animal feeds?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Animal feeds.
Agriculture,Animal feeds,Chakula cha mifugo,Where can I find Animal feeds?,You can find Animal feeds under the Agriculture category. The agent can help compare available options.
Agriculture,Chicken feeds,Chakula cha kuku,What is Chicken feeds?,Chicken feeds (Chakula cha kuku) is available under the Agriculture category.
Agriculture,Chicken feeds,Chakula cha kuku,Do you have Chicken feeds?,"Yes, Chicken feeds (Chakula cha kuku) can be searched in the Agriculture category."
Agriculture,Chicken feeds,Chakula cha kuku,Nahitaji Chakula cha kuku.,"Ndiyo, Chakula cha kuku (Chicken feeds) ipo kwenye category ya Agriculture."
Agriculture,Chicken feeds,Chakula cha kuku,Bei ya Chakula cha kuku ni kiasi gani?,"Bei ya Chakula cha kuku inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Chicken feeds,Chakula cha kuku,Can you recommend Chicken feeds?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Chicken feeds.
Agriculture,Chicken feeds,Chakula cha kuku,Where can I find Chicken feeds?,You can find Chicken feeds under the Agriculture category. The agent can help compare available options.
Agriculture,Farming tools,Vifaa vya kilimo,What is Farming tools?,Farming tools (Vifaa vya kilimo) is available under the Agriculture category.
Agriculture,Farming tools,Vifaa vya kilimo,Do you have Farming tools?,"Yes, Farming tools (Vifaa vya kilimo) can be searched in the Agriculture category."
Agriculture,Farming tools,Vifaa vya kilimo,Nahitaji Vifaa vya kilimo.,"Ndiyo, Vifaa vya kilimo (Farming tools) ipo kwenye category ya Agriculture."
Agriculture,Farming tools,Vifaa vya kilimo,Bei ya Vifaa vya kilimo ni kiasi gani?,"Bei ya Vifaa vya kilimo inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Farming tools,Vifaa vya kilimo,Can you recommend Farming tools?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Farming tools.
Agriculture,Farming tools,Vifaa vya kilimo,Where can I find Farming tools?,You can find Farming tools under the Agriculture category. The agent can help compare available options.
Agriculture,Tractors,Tractor,What is Tractors?,Tractors (Tractor) is available under the Agriculture category.
Agriculture,Tractors,Tractor,Do you have Tractors?,"Yes, Tractors (Tractor) can be searched in the Agriculture category."
Agriculture,Tractors,Tractor,Nahitaji Tractor.,"Ndiyo, Tractor (Tractors) ipo kwenye category ya Agriculture."
Agriculture,Tractors,Tractor,Bei ya Tractor ni kiasi gani?,"Bei ya Tractor inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Tractors,Tractor,Can you recommend Tractors?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Tractors.
Agriculture,Tractors,Tractor,Where can I find Tractors?,You can find Tractors under the Agriculture category. The agent can help compare available options.
Agriculture,Sprayers,Mashine za kunyunyizia,What is Sprayers?,Sprayers (Mashine za kunyunyizia) is available under the Agriculture category.
Agriculture,Sprayers,Mashine za kunyunyizia,Do you have Sprayers?,"Yes, Sprayers (Mashine za kunyunyizia) can be searched in the Agriculture category."
Agriculture,Sprayers,Mashine za kunyunyizia,Nahitaji Mashine za kunyunyizia.,"Ndiyo, Mashine za kunyunyizia (Sprayers) ipo kwenye category ya Agriculture."
Agriculture,Sprayers,Mashine za kunyunyizia,Bei ya Mashine za kunyunyizia ni kiasi gani?,"Bei ya Mashine za kunyunyizia inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Sprayers,Mashine za kunyunyizia,Can you recommend Sprayers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Sprayers.
Agriculture,Sprayers,Mashine za kunyunyizia,Where can I find Sprayers?,You can find Sprayers under the Agriculture category. The agent can help compare available options.
Agriculture,Greenhouse materials,Vifaa vya greenhouse,What is Greenhouse materials?,Greenhouse materials (Vifaa vya greenhouse) is available under the Agriculture category.
Agriculture,Greenhouse materials,Vifaa vya greenhouse,Do you have Greenhouse materials?,"Yes, Greenhouse materials (Vifaa vya greenhouse) can be searched in the Agriculture category."
Agriculture,Greenhouse materials,Vifaa vya greenhouse,Nahitaji Vifaa vya greenhouse.,"Ndiyo, Vifaa vya greenhouse (Greenhouse materials) ipo kwenye category ya Agriculture."
Agriculture,Greenhouse materials,Vifaa vya greenhouse,Bei ya Vifaa vya greenhouse ni kiasi gani?,"Bei ya Vifaa vya greenhouse inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Agriculture,Greenhouse materials,Vifaa vya greenhouse,Can you recommend Greenhouse materials?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Greenhouse materials.
Agriculture,Greenhouse materials,Vifaa vya greenhouse,Where can I find Greenhouse materials?,You can find Greenhouse materials under the Agriculture category. The agent can help compare available options.
Solar and Power,Solar panels,Paneli za sola,What is Solar panels?,Solar panels (Paneli za sola) is available under the Solar and Power category.
Solar and Power,Solar panels,Paneli za sola,Do you have Solar panels?,"Yes, Solar panels (Paneli za sola) can be searched in the Solar and Power category."
Solar and Power,Solar panels,Paneli za sola,Nahitaji Paneli za sola.,"Ndiyo, Paneli za sola (Solar panels) ipo kwenye category ya Solar and Power."
Solar and Power,Solar panels,Paneli za sola,Bei ya Paneli za sola ni kiasi gani?,"Bei ya Paneli za sola inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Solar panels,Paneli za sola,Can you recommend Solar panels?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Solar panels.
Solar and Power,Solar panels,Paneli za sola,Where can I find Solar panels?,You can find Solar panels under the Solar and Power category. The agent can help compare available options.
Solar and Power,Solar batteries,Betri za sola,What is Solar batteries?,Solar batteries (Betri za sola) is available under the Solar and Power category.
Solar and Power,Solar batteries,Betri za sola,Do you have Solar batteries?,"Yes, Solar batteries (Betri za sola) can be searched in the Solar and Power category."
Solar and Power,Solar batteries,Betri za sola,Nahitaji Betri za sola.,"Ndiyo, Betri za sola (Solar batteries) ipo kwenye category ya Solar and Power."
Solar and Power,Solar batteries,Betri za sola,Bei ya Betri za sola ni kiasi gani?,"Bei ya Betri za sola inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Solar batteries,Betri za sola,Can you recommend Solar batteries?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Solar batteries.
Solar and Power,Solar batteries,Betri za sola,Where can I find Solar batteries?,You can find Solar batteries under the Solar and Power category. The agent can help compare available options.
Solar and Power,Solar lights,Taa za sola,What is Solar lights?,Solar lights (Taa za sola) is available under the Solar and Power category.
Solar and Power,Solar lights,Taa za sola,Do you have Solar lights?,"Yes, Solar lights (Taa za sola) can be searched in the Solar and Power category."
Solar and Power,Solar lights,Taa za sola,Nahitaji Taa za sola.,"Ndiyo, Taa za sola (Solar lights) ipo kwenye category ya Solar and Power."
Solar and Power,Solar lights,Taa za sola,Bei ya Taa za sola ni kiasi gani?,"Bei ya Taa za sola inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Solar lights,Taa za sola,Can you recommend Solar lights?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Solar lights.
Solar and Power,Solar lights,Taa za sola,Where can I find Solar lights?,You can find Solar lights under the Solar and Power category. The agent can help compare available options.
Solar and Power,Solar street lights,Taa za sola za barabarani,What is Solar street lights?,Solar street lights (Taa za sola za barabarani) is available under the Solar and Power category.
Solar and Power,Solar street lights,Taa za sola za barabarani,Do you have Solar street lights?,"Yes, Solar street lights (Taa za sola za barabarani) can be searched in the Solar and Power category."
Solar and Power,Solar street lights,Taa za sola za barabarani,Nahitaji Taa za sola za barabarani.,"Ndiyo, Taa za sola za barabarani (Solar street lights) ipo kwenye category ya Solar and Power."
Solar and Power,Solar street lights,Taa za sola za barabarani,Bei ya Taa za sola za barabarani ni kiasi gani?,"Bei ya Taa za sola za barabarani inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Solar street lights,Taa za sola za barabarani,Can you recommend Solar street lights?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Solar street lights.
Solar and Power,Solar street lights,Taa za sola za barabarani,Where can I find Solar street lights?,You can find Solar street lights under the Solar and Power category. The agent can help compare available options.
Solar and Power,Inverters,Inverter,What is Inverters?,Inverters (Inverter) is available under the Solar and Power category.
Solar and Power,Inverters,Inverter,Do you have Inverters?,"Yes, Inverters (Inverter) can be searched in the Solar and Power category."
Solar and Power,Inverters,Inverter,Nahitaji Inverter.,"Ndiyo, Inverter (Inverters) ipo kwenye category ya Solar and Power."
Solar and Power,Inverters,Inverter,Bei ya Inverter ni kiasi gani?,"Bei ya Inverter inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Inverters,Inverter,Can you recommend Inverters?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Inverters.
Solar and Power,Inverters,Inverter,Where can I find Inverters?,You can find Inverters under the Solar and Power category. The agent can help compare available options.
Solar and Power,Charge controllers,Charge controller,What is Charge controllers?,Charge controllers (Charge controller) is available under the Solar and Power category.
Solar and Power,Charge controllers,Charge controller,Do you have Charge controllers?,"Yes, Charge controllers (Charge controller) can be searched in the Solar and Power category."
Solar and Power,Charge controllers,Charge controller,Nahitaji Charge controller.,"Ndiyo, Charge controller (Charge controllers) ipo kwenye category ya Solar and Power."
Solar and Power,Charge controllers,Charge controller,Bei ya Charge controller ni kiasi gani?,"Bei ya Charge controller inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Charge controllers,Charge controller,Can you recommend Charge controllers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Charge controllers.
Solar and Power,Charge controllers,Charge controller,Where can I find Charge controllers?,You can find Charge controllers under the Solar and Power category. The agent can help compare available options.
Solar and Power,Power banks,Power bank,What is Power banks?,Power banks (Power bank) is available under the Solar and Power category.
Solar and Power,Power banks,Power bank,Do you have Power banks?,"Yes, Power banks (Power bank) can be searched in the Solar and Power category."
Solar and Power,Power banks,Power bank,Nahitaji Power bank.,"Ndiyo, Power bank (Power banks) ipo kwenye category ya Solar and Power."
Solar and Power,Power banks,Power bank,Bei ya Power bank ni kiasi gani?,"Bei ya Power bank inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Power banks,Power bank,Can you recommend Power banks?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Power banks.
Solar and Power,Power banks,Power bank,Where can I find Power banks?,You can find Power banks under the Solar and Power category. The agent can help compare available options.
Solar and Power,Generators,Generator,What is Generators?,Generators (Generator) is available under the Solar and Power category.
Solar and Power,Generators,Generator,Do you have Generators?,"Yes, Generators (Generator) can be searched in the Solar and Power category."
Solar and Power,Generators,Generator,Nahitaji Generator.,"Ndiyo, Generator (Generators) ipo kwenye category ya Solar and Power."
Solar and Power,Generators,Generator,Bei ya Generator ni kiasi gani?,"Bei ya Generator inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Generators,Generator,Can you recommend Generators?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Generators.
Solar and Power,Generators,Generator,Where can I find Generators?,You can find Generators under the Solar and Power category. The agent can help compare available options.
Solar and Power,Extension cables,Kebo za kuongeza,What is Extension cables?,Extension cables (Kebo za kuongeza) is available under the Solar and Power category.
Solar and Power,Extension cables,Kebo za kuongeza,Do you have Extension cables?,"Yes, Extension cables (Kebo za kuongeza) can be searched in the Solar and Power category."
Solar and Power,Extension cables,Kebo za kuongeza,Nahitaji Kebo za kuongeza.,"Ndiyo, Kebo za kuongeza (Extension cables) ipo kwenye category ya Solar and Power."
Solar and Power,Extension cables,Kebo za kuongeza,Bei ya Kebo za kuongeza ni kiasi gani?,"Bei ya Kebo za kuongeza inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Extension cables,Kebo za kuongeza,Can you recommend Extension cables?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Extension cables.
Solar and Power,Extension cables,Kebo za kuongeza,Where can I find Extension cables?,You can find Extension cables under the Solar and Power category. The agent can help compare available options.
Solar and Power,Electric bulbs,Balbu,What is Electric bulbs?,Electric bulbs (Balbu) is available under the Solar and Power category.
Solar and Power,Electric bulbs,Balbu,Do you have Electric bulbs?,"Yes, Electric bulbs (Balbu) can be searched in the Solar and Power category."
Solar and Power,Electric bulbs,Balbu,Nahitaji Balbu.,"Ndiyo, Balbu (Electric bulbs) ipo kwenye category ya Solar and Power."
Solar and Power,Electric bulbs,Balbu,Bei ya Balbu ni kiasi gani?,"Bei ya Balbu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Electric bulbs,Balbu,Can you recommend Electric bulbs?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Electric bulbs.
Solar and Power,Electric bulbs,Balbu,Where can I find Electric bulbs?,You can find Electric bulbs under the Solar and Power category. The agent can help compare available options.
Solar and Power,Rechargeable lamps,Taa zinazochajiwa,What is Rechargeable lamps?,Rechargeable lamps (Taa zinazochajiwa) is available under the Solar and Power category.
Solar and Power,Rechargeable lamps,Taa zinazochajiwa,Do you have Rechargeable lamps?,"Yes, Rechargeable lamps (Taa zinazochajiwa) can be searched in the Solar and Power category."
Solar and Power,Rechargeable lamps,Taa zinazochajiwa,Nahitaji Taa zinazochajiwa.,"Ndiyo, Taa zinazochajiwa (Rechargeable lamps) ipo kwenye category ya Solar and Power."
